"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Fare_log"
"422","0","3","male",21,"0","0",7.7333,"Q",-2.04553567965004
"423","0","3","male",29,"0","0",7.875,"S",-2.0636931847117
"424","0","3","female",28,"1","1",14.4,"S",-2.66722820658195
"425","0","3","male",18,"1","1",20.2125,"S",-3.00630122490323
"426","0","3","male",29.881137667304,"0","0",7.25,"S",-1.98100146886658
"427","1","2","female",28,"1","0",26,"S",-3.25809653802148
"428","1","2","female",19,"0","0",26,"S",-3.25809653802148
"429","0","3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"430","1","3","male",32,"0","0",8.05,"S",-2.08567209143047
"431","1","1","male",28,"0","0",26.55,"S",-3.27902974768795
"432","1","3","female",29.881137667304,"1","0",16.1,"S",-2.77881927199042
"433","1","2","female",42,"1","0",26,"S",-3.25809653802148
"434","0","3","male",17,"0","0",7.125,"S",-1.96360972615471
"435","0","1","male",50,"1","0",55.9,"S",-4.02356438016105
"436","1","1","female",14,"1","2",120,"S",-4.78749174278205
"437","0","3","female",21,"2","2",34.375,"S",-3.53732955598674
"438","1","2","female",24,"2","3",18.75,"S",-2.93119375241642
"439","0","1","male",64,"1","4",263,"S",-5.57215403217776
"440","0","2","male",31,"0","0",10.5,"S",-2.35137525716348
"441","1","2","female",45,"1","1",26.25,"S",-3.26766598903763
"442","0","3","male",20,"0","0",9.5,"S",-2.2512917986065
"443","0","3","male",25,"1","0",7.775,"S",-2.0509134580653
"444","1","2","female",28,"0","0",13,"S",-2.56494935746154
"445","1","3","male",29.881137667304,"0","0",8.1125,"S",-2.09340608203021
"446","1","1","male",4,"0","2",81.8583,"S",-4.40498970368517
"447","1","2","female",13,"0","1",19.5,"S",-2.9704144655697
"448","1","1","male",34,"0","0",26.55,"S",-3.27902974768795
"449","1","3","female",5,"2","1",19.2583,"C",-2.95794213663839
"450","1","1","male",52,"0","0",30.5,"S",-3.41772668361337
"451","0","2","male",36,"1","2",27.75,"S",-3.32323584019244
"452","0","3","male",29.881137667304,"1","0",19.9667,"S",-2.99406588590098
"453","0","1","male",30,"0","0",27.75,"C",-3.32323584019244
"454","1","1","male",49,"1","0",89.1042,"C",-4.48980647141294
"455","0","3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"456","1","3","male",29,"0","0",7.8958,"C",-2.06633097252974
"457","0","1","male",65,"0","0",26.55,"S",-3.27902974768795
"458","1","1","female",29.881137667304,"1","0",51.8625,"S",-3.94859598565899
"459","1","2","female",50,"0","0",10.5,"S",-2.35137525716348
"460","0","3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"461","1","1","male",48,"0","0",26.55,"S",-3.27902974768795
"462","0","3","male",34,"0","0",8.05,"S",-2.08567209143047
"463","0","1","male",47,"0","0",38.5,"S",-3.65065824129374
"464","0","2","male",48,"0","0",13,"S",-2.56494935746154
"465","0","3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"466","0","3","male",38,"0","0",7.05,"S",-1.95302761682418
"467","0","2","male",29.881137667304,"0","0",0,"S",Inf
"468","0","1","male",56,"0","0",26.55,"S",-3.27902974768795
"469","0","3","male",29.881137667304,"0","0",7.725,"Q",-2.04446182278381
"470","1","3","female",0.75,"2","1",19.2583,"C",-2.95794213663839
"471","0","3","male",29.881137667304,"0","0",7.25,"S",-1.98100146886658
"472","0","3","male",38,"0","0",8.6625,"S",-2.15900336451602
"473","1","2","female",33,"1","2",27.75,"S",-3.32323584019244
"474","1","2","female",23,"0","0",13.7917,"C",-2.62406696194463
"475","0","3","female",22,"0","0",9.8375,"S",-2.28620161374352
"476","0","1","male",29.881137667304,"0","0",52,"S",-3.95124371858143
"477","0","2","male",34,"1","0",21,"S",-3.04452243772342
"478","0","3","male",29,"1","0",7.0458,"S",-1.95243169461695
"479","0","3","male",22,"0","0",7.5208,"S",-2.0176725152822
"480","1","3","female",2,"0","1",12.2875,"S",-2.50858248547328
"481","0","3","male",9,"5","2",46.9,"S",-3.84801767545223
"482","0","2","male",29.881137667304,"0","0",0,"S",Inf
"483","0","3","male",50,"0","0",8.05,"S",-2.08567209143047
"484","1","3","female",63,"0","0",9.5875,"S",-2.26046016669337
"485","1","1","male",25,"1","0",91.0792,"C",-4.51172945766992
"486","0","3","female",29.881137667304,"3","1",25.4667,"S",-3.23737171640403
"487","1","1","female",35,"1","0",90,"S",-4.49980967033027
"488","0","1","male",58,"0","0",29.7,"C",-3.39114704580865
"489","0","3","male",30,"0","0",8.05,"S",-2.08567209143047
"490","1","3","male",9,"1","1",15.9,"S",-2.76631910922619
"491","0","3","male",29.881137667304,"1","0",19.9667,"S",-2.99406588590098
"492","0","3","male",21,"0","0",7.25,"S",-1.98100146886658
"493","0","1","male",55,"0","0",30.5,"S",-3.41772668361337
"494","0","1","male",71,"0","0",49.5042,"C",-3.90205751446006
"495","0","3","male",21,"0","0",8.05,"S",-2.08567209143047
"496","0","3","male",29.881137667304,"0","0",14.4583,"C",-2.67126864412075
"497","1","1","female",54,"1","0",78.2667,"C",-4.36012222518012
"498","0","3","male",29.881137667304,"0","0",15.1,"S",-2.71469474382088
"499","0","1","female",25,"1","2",151.55,"S",-5.02091560350381
"500","0","3","male",24,"0","0",7.7958,"S",-2.05358512713461
"501","0","3","male",17,"0","0",8.6625,"S",-2.15900336451602
"502","0","3","female",21,"0","0",7.75,"Q",-2.04769284336526
"503","0","3","female",29.881137667304,"0","0",7.6292,"Q",-2.03198299052013
"504","0","3","female",37,"0","0",9.5875,"S",-2.26046016669337
"505","1","1","female",16,"0","0",86.5,"S",-4.46014441393783
"506","0","1","male",18,"1","0",108.9,"C",-4.69043002993891
"507","1","2","female",33,"0","2",26,"S",-3.25809653802148
"508","1","1","male",29.881137667304,"0","0",26.55,"S",-3.27902974768795
"509","0","3","male",28,"0","0",22.525,"S",-3.1146258034944
"510","1","3","male",26,"0","0",56.4958,"S",-4.03416629910613
"511","1","3","male",29,"0","0",7.75,"Q",-2.04769284336526
"512","0","3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"513","1","1","male",36,"0","0",26.2875,"S",-3.26909354102882
"514","1","1","female",54,"1","0",59.4,"C",-4.0842942263686
"515","0","3","male",24,"0","0",7.4958,"S",-2.0143428636837
"516","0","1","male",47,"0","0",34.0208,"S",-3.5269721022703
"517","1","2","female",34,"0","0",10.5,"S",-2.35137525716348
"518","0","3","male",29.881137667304,"0","0",24.15,"Q",-3.18428438009858
"519","1","2","female",36,"1","0",26,"S",-3.25809653802148
"520","0","3","male",32,"0","0",7.8958,"S",-2.06633097252974
"521","1","1","female",30,"0","0",93.5,"S",-4.53796143629464
"522","0","3","male",22,"0","0",7.8958,"S",-2.06633097252974
"523","0","3","male",29.881137667304,"0","0",7.225,"C",-1.9775472339985
"524","1","1","female",44,"0","1",57.9792,"C",-4.06008432553699
"525","0","3","male",29.881137667304,"0","0",7.2292,"C",-1.97812837997935
"526","0","3","male",40.5,"0","0",7.75,"Q",-2.04769284336526
"527","1","2","female",50,"0","0",10.5,"S",-2.35137525716348
"528","0","1","male",29.881137667304,"0","0",221.7792,"S",-5.40168229234028
"529","0","3","male",39,"0","0",7.925,"S",-2.07002231976334
"530","0","2","male",23,"2","1",11.5,"S",-2.4423470353692
"531","1","2","female",2,"1","1",26,"S",-3.25809653802148
"532","0","3","male",29.881137667304,"0","0",7.2292,"C",-1.97812837997935
"533","0","3","male",17,"1","1",7.2292,"C",-1.97812837997935
"534","1","3","female",29.881137667304,"0","2",22.3583,"C",-3.10719761677404
"535","0","3","female",30,"0","0",8.6625,"S",-2.15900336451602
"536","1","2","female",7,"0","2",26.25,"S",-3.26766598903763
"537","0","1","male",45,"0","0",26.55,"S",-3.27902974768795
"538","1","1","female",30,"0","0",106.425,"C",-4.66744051171422
"539","0","3","male",29.881137667304,"0","0",14.5,"S",-2.67414864942653
"540","1","1","female",22,"0","2",49.5,"C",-3.90197266957464
"541","1","1","female",36,"0","2",71,"S",-4.26267987704132
"542","0","3","female",9,"4","2",31.275,"S",-3.44281905635297
"543","0","3","female",11,"4","2",31.275,"S",-3.44281905635297
"544","1","2","male",32,"1","0",26,"S",-3.25809653802148
"545","0","1","male",50,"1","0",106.425,"C",-4.66744051171422
"546","0","1","male",64,"0","0",26,"S",-3.25809653802148
"547","1","2","female",19,"1","0",26,"S",-3.25809653802148
"548","1","2","male",29.881137667304,"0","0",13.8625,"C",-2.62918735267649
"549","0","3","male",33,"1","1",20.525,"S",-3.02164365533849
"550","1","2","male",8,"1","1",36.75,"S",-3.60413822565885
"551","1","1","male",17,"0","2",110.8833,"C",-4.70847829690348
"552","0","2","male",27,"0","0",26,"S",-3.25809653802148
"553","0","3","male",29.881137667304,"0","0",7.8292,"Q",-2.05786033364623
"554","1","3","male",22,"0","0",7.225,"C",-1.9775472339985
"555","1","3","female",22,"0","0",7.775,"S",-2.0509134580653
"556","0","1","male",62,"0","0",26.55,"S",-3.27902974768795
"557","1","1","female",48,"1","0",39.6,"C",-3.67882911826043
"558","0","1","male",29.881137667304,"0","0",227.525,"C",-5.42726012246342
"559","1","1","female",39,"1","1",79.65,"S",-4.37764203635606
"560","1","3","female",36,"1","0",17.4,"S",-2.85647020622048
"561","0","3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"562","0","3","male",40,"0","0",7.8958,"S",-2.06633097252974
"563","0","2","male",28,"0","0",13.5,"S",-2.60268968544438
"564","0","3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"565","0","3","female",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"566","0","3","male",24,"2","0",24.15,"S",-3.18428438009858
"567","0","3","male",19,"0","0",7.8958,"S",-2.06633097252974
"568","0","3","female",29,"0","4",21.075,"S",-3.04808750388792
"569","0","3","male",29.881137667304,"0","0",7.2292,"C",-1.97812837997935
"570","1","3","male",32,"0","0",7.8542,"S",-2.06104842056294
"571","1","2","male",62,"0","0",10.5,"S",-2.35137525716348
"572","1","1","female",53,"2","0",51.4792,"S",-3.94117784259164
"573","1","1","male",36,"0","0",26.3875,"S",-3.27289041317444
"574","1","3","female",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"575","0","3","male",16,"0","0",8.05,"S",-2.08567209143047
"576","0","3","male",19,"0","0",14.5,"S",-2.67414864942653
"577","1","2","female",34,"0","0",13,"S",-2.56494935746154
"578","1","1","female",39,"1","0",55.9,"S",-4.02356438016105
"579","0","3","female",29.881137667304,"1","0",14.4583,"C",-2.67126864412075
"580","1","3","male",32,"0","0",7.925,"S",-2.07002231976334
"581","1","2","female",25,"1","1",30,"S",-3.40119738166216
"582","1","1","female",39,"1","1",110.8833,"C",-4.70847829690348
"583","0","2","male",54,"0","0",26,"S",-3.25809653802148
"584","0","1","male",36,"0","0",40.125,"C",-3.69199958145018
"585","0","3","male",29.881137667304,"0","0",8.7125,"C",-2.16475877608664
"586","1","1","female",18,"0","2",79.65,"S",-4.37764203635606
"587","0","2","male",47,"0","0",15,"S",-2.70805020110221
"588","1","1","male",60,"1","1",79.2,"C",-4.37197629882038
"589","0","3","male",22,"0","0",8.05,"S",-2.08567209143047
"590","0","3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"591","0","3","male",35,"0","0",7.125,"S",-1.96360972615471
"592","1","1","female",52,"1","0",78.2667,"C",-4.36012222518012
"593","0","3","male",47,"0","0",7.25,"S",-1.98100146886658
"594","0","3","female",29.881137667304,"0","2",7.75,"Q",-2.04769284336526
"595","0","2","male",37,"1","0",26,"S",-3.25809653802148
"596","0","3","male",36,"1","1",24.15,"S",-3.18428438009858
"597","1","2","female",29.881137667304,"0","0",33,"S",-3.49650756146648
"598","0","3","male",49,"0","0",0,"S",Inf
"599","0","3","male",29.881137667304,"0","0",7.225,"C",-1.9775472339985
"600","1","1","male",49,"1","0",56.9292,"C",-4.04180839051927
"601","1","2","female",24,"2","1",27,"S",-3.29583686600433
"602","0","3","male",29.881137667304,"0","0",7.8958,"S",-2.06633097252974
"603","0","1","male",29.881137667304,"0","0",42.4,"S",-3.74714836223791
"604","0","3","male",44,"0","0",8.05,"S",-2.08567209143047
"605","1","1","male",35,"0","0",26.55,"C",-3.27902974768795
"606","0","3","male",36,"1","0",15.55,"S",-2.74406063862524
"607","0","3","male",30,"0","0",7.8958,"S",-2.06633097252974
"608","1","1","male",27,"0","0",30.5,"S",-3.41772668361337
"609","1","2","female",22,"1","2",41.5792,"C",-3.72760004222554
"610","1","1","female",40,"0","0",153.4625,"S",-5.03345623750696
"611","0","3","female",39,"1","5",31.275,"S",-3.44281905635297
"612","0","3","male",29.881137667304,"0","0",7.05,"S",-1.95302761682418
"613","1","3","female",29.881137667304,"1","0",15.5,"Q",-2.7408400239252
"614","0","3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"615","0","3","male",35,"0","0",8.05,"S",-2.08567209143047
"616","1","2","female",24,"1","2",65,"S",-4.17438726989564
"617","0","3","male",34,"1","1",14.4,"S",-2.66722820658195
"618","0","3","female",26,"1","0",16.1,"S",-2.77881927199042
"619","1","2","female",4,"2","1",39,"S",-3.66356164612965
"620","0","2","male",26,"0","0",10.5,"S",-2.35137525716348
"621","0","3","male",27,"1","0",14.4542,"C",-2.6709850297652
"622","1","1","male",42,"1","0",52.5542,"S",-3.96184501801123
"623","1","3","male",20,"1","1",15.7417,"C",-2.75631324223972
"624","0","3","male",21,"0","0",7.8542,"S",-2.06104842056294
"625","0","3","male",21,"0","0",16.1,"S",-2.77881927199042
"626","0","1","male",61,"0","0",32.3208,"S",-3.4757109858218
"627","0","2","male",57,"0","0",12.35,"Q",-2.51365606307399
"628","1","1","female",21,"0","0",77.9583,"S",-4.35617406834722
"629","0","3","male",26,"0","0",7.8958,"S",-2.06633097252974
"630","0","3","male",29.881137667304,"0","0",7.7333,"Q",-2.04553567965004
"631","1","1","male",80,"0","0",30,"S",-3.40119738166216
"632","0","3","male",51,"0","0",7.0542,"S",-1.95362318411961
"633","1","1","male",32,"0","0",30.5,"C",-3.41772668361337
"634","0","1","male",29.881137667304,"0","0",0,"S",Inf
"635","0","3","female",9,"3","2",27.9,"S",-3.32862668882732
"636","1","2","female",28,"0","0",13,"S",-2.56494935746154
"637","0","3","male",32,"0","0",7.925,"S",-2.07002231976334
"638","0","2","male",31,"1","1",26.25,"S",-3.26766598903763
"639","0","3","female",41,"0","5",39.6875,"S",-3.68103627665291
"640","0","3","male",29.881137667304,"1","0",16.1,"S",-2.77881927199042
"641","0","3","male",20,"0","0",7.8542,"S",-2.06104842056294
"642","1","1","female",24,"0","0",69.3,"C",-4.23844490619586
"643","0","3","female",2,"3","2",27.9,"S",-3.32862668882732
"644","1","3","male",29.881137667304,"0","0",56.4958,"S",-4.03416629910613
"645","1","3","female",0.75,"2","1",19.2583,"C",-2.95794213663839
"646","1","1","male",48,"1","0",76.7292,"C",-4.34028233996554
"647","0","3","male",19,"0","0",7.8958,"S",-2.06633097252974
"648","1","1","male",56,"0","0",35.5,"C",-3.56953269648137
"649","0","3","male",29.881137667304,"0","0",7.55,"S",-2.02154756326093
"650","1","3","female",23,"0","0",7.55,"S",-2.02154756326093
"651","0","3","male",29.881137667304,"0","0",7.8958,"S",-2.06633097252974
"652","1","2","female",18,"0","1",23,"S",-3.13549421592915
"653","0","3","male",21,"0","0",8.4333,"S",-2.13218815448838
"654","1","3","female",29.881137667304,"0","0",7.8292,"Q",-2.05786033364623
"655","0","3","female",18,"0","0",6.75,"Q",-1.90954250488444
"656","0","2","male",24,"2","0",73.5,"S",-4.29728540621879
"657","0","3","male",29.881137667304,"0","0",7.8958,"S",-2.06633097252974
"658","0","3","female",32,"1","1",15.5,"Q",-2.7408400239252
"659","0","2","male",23,"0","0",13,"S",-2.56494935746154
"660","0","1","male",58,"0","2",113.275,"C",-4.7298184905532
"661","1","1","male",50,"2","0",133.65,"S",-4.89522444258493
"662","0","3","male",40,"0","0",7.225,"C",-1.9775472339985
"663","0","1","male",47,"0","0",25.5875,"S",-3.24210395098741
"664","0","3","male",36,"0","0",7.4958,"S",-2.0143428636837
"665","1","3","male",20,"1","0",7.925,"S",-2.07002231976334
"666","0","2","male",32,"2","0",73.5,"S",-4.29728540621879
"667","0","2","male",25,"0","0",13,"S",-2.56494935746154
"668","0","3","male",29.881137667304,"0","0",7.775,"S",-2.0509134580653
"669","0","3","male",43,"0","0",8.05,"S",-2.08567209143047
"670","1","1","female",29.881137667304,"1","0",52,"S",-3.95124371858143
"671","1","2","female",40,"1","1",39,"S",-3.66356164612965
"672","0","1","male",31,"1","0",52,"S",-3.95124371858143
"673","0","2","male",70,"0","0",10.5,"S",-2.35137525716348
"674","1","2","male",31,"0","0",13,"S",-2.56494935746154
"675","0","2","male",29.881137667304,"0","0",0,"S",Inf
"676","0","3","male",18,"0","0",7.775,"S",-2.0509134580653
"677","0","3","male",24.5,"0","0",8.05,"S",-2.08567209143047
"678","1","3","female",18,"0","0",9.8417,"S",-2.28662846036978
"679","0","3","female",43,"1","6",46.9,"S",-3.84801767545223
"680","1","1","male",36,"0","1",512.3292,"C",-6.23896738717366
"681","0","3","female",29.881137667304,"0","0",8.1375,"Q",-2.09648300753469
"682","1","1","male",27,"0","0",76.7292,"C",-4.34028233996554
"683","0","3","male",20,"0","0",9.225,"S",-2.22191718992659
"684","0","3","male",14,"5","2",46.9,"S",-3.84801767545223
"685","0","2","male",60,"1","1",39,"S",-3.66356164612965
"686","0","2","male",25,"1","2",41.5792,"C",-3.72760004222554
"687","0","3","male",14,"4","1",39.6875,"S",-3.68103627665291
"688","0","3","male",19,"0","0",10.1708,"S",-2.31952086970025
"689","0","3","male",18,"0","0",7.7958,"S",-2.05358512713461
"690","1","1","female",15,"0","1",211.3375,"S",-5.35345638166308
"691","1","1","male",31,"1","0",57,"S",-4.04305126783455
"692","1","3","female",4,"0","1",13.4167,"C",-2.59650019966543
"693","1","3","male",29.881137667304,"0","0",56.4958,"S",-4.03416629910613
"694","0","3","male",25,"0","0",7.225,"C",-1.9775472339985
"695","0","1","male",60,"0","0",26.55,"S",-3.27902974768795
"696","0","2","male",52,"0","0",13.5,"S",-2.60268968544438
"697","0","3","male",44,"0","0",8.05,"S",-2.08567209143047
"698","1","3","female",29.881137667304,"0","0",7.7333,"Q",-2.04553567965004
"699","0","1","male",49,"1","1",110.8833,"C",-4.70847829690348
"700","0","3","male",42,"0","0",7.65,"S",-2.03470564783844
"701","1","1","female",18,"1","0",227.525,"C",-5.42726012246342
"702","1","1","male",35,"0","0",26.2875,"S",-3.26909354102882
"703","0","3","female",18,"0","1",14.4542,"C",-2.6709850297652
"704","0","3","male",25,"0","0",7.7417,"Q",-2.04662130172758
"705","0","3","male",26,"1","0",7.8542,"S",-2.06104842056294
"706","0","2","male",39,"0","0",26,"S",-3.25809653802148
"707","1","2","female",45,"0","0",13.5,"S",-2.60268968544438
"708","1","1","male",42,"0","0",26.2875,"S",-3.26909354102882
"709","1","1","female",22,"0","0",151.55,"S",-5.02091560350381
"710","1","3","male",29.881137667304,"1","1",15.2458,"C",-2.7243040552851
"711","1","1","female",24,"0","0",49.5042,"C",-3.90205751446006
"712","0","1","male",29.881137667304,"0","0",26.55,"S",-3.27902974768795
"713","1","1","male",48,"1","0",52,"S",-3.95124371858143
"714","0","3","male",29,"0","0",9.4833,"S",-2.24953235695956
"715","0","2","male",52,"0","0",13,"S",-2.56494935746154
"716","0","3","male",19,"0","0",7.65,"S",-2.03470564783844
"717","1","1","female",38,"0","0",227.525,"C",-5.42726012246342
"718","1","2","female",27,"0","0",10.5,"S",-2.35137525716348
"719","0","3","male",29.881137667304,"0","0",15.5,"Q",-2.7408400239252
"720","0","3","male",33,"0","0",7.775,"S",-2.0509134580653
"721","1","2","female",6,"0","1",33,"S",-3.49650756146648
"722","0","3","male",17,"1","0",7.0542,"S",-1.95362318411961
"723","0","2","male",34,"0","0",13,"S",-2.56494935746154
"724","0","2","male",50,"0","0",13,"S",-2.56494935746154
"725","1","1","male",27,"1","0",53.1,"S",-3.97217692824789
"726","0","3","male",20,"0","0",8.6625,"S",-2.15900336451602
"727","1","2","female",30,"3","0",21,"S",-3.04452243772342
"728","1","3","female",29.881137667304,"0","0",7.7375,"Q",-2.04607863801071
"729","0","2","male",25,"1","0",26,"S",-3.25809653802148
"730","0","3","female",25,"1","0",7.925,"S",-2.07002231976334
"731","1","1","female",29,"0","0",211.3375,"S",-5.35345638166308
"732","0","3","male",11,"0","0",18.7875,"C",-2.93319175507909
"733","0","2","male",29.881137667304,"0","0",0,"S",Inf
"734","0","2","male",23,"0","0",13,"S",-2.56494935746154
"735","0","2","male",23,"0","0",13,"S",-2.56494935746154
"736","0","3","male",28.5,"0","0",16.1,"S",-2.77881927199042
"737","0","3","female",48,"1","3",34.375,"S",-3.53732955598674
"738","1","1","male",35,"0","0",512.3292,"C",-6.23896738717366
"739","0","3","male",29.881137667304,"0","0",7.8958,"S",-2.06633097252974
"740","0","3","male",29.881137667304,"0","0",7.8958,"S",-2.06633097252974
"741","1","1","male",29.881137667304,"0","0",30,"S",-3.40119738166216
"742","0","1","male",36,"1","0",78.85,"S",-4.36754731340905
"743","1","1","female",21,"2","2",262.375,"C",-5.5697747781408
"744","0","3","male",24,"1","0",16.1,"S",-2.77881927199042
"745","1","3","male",31,"0","0",7.925,"S",-2.07002231976334
"746","0","1","male",70,"1","1",71,"S",-4.26267987704132
"747","0","3","male",16,"1","1",20.25,"S",-3.00815479355255
"748","1","2","female",30,"0","0",13,"S",-2.56494935746154
"749","0","1","male",19,"1","0",53.1,"S",-3.97217692824789
"750","0","3","male",31,"0","0",7.75,"Q",-2.04769284336526
"751","1","2","female",4,"1","1",23,"S",-3.13549421592915
"752","1","3","male",6,"0","1",12.475,"S",-2.52372664163758
"753","0","3","male",33,"0","0",9.5,"S",-2.2512917986065
"754","0","3","male",23,"0","0",7.8958,"S",-2.06633097252974
"755","1","2","female",48,"1","2",65,"S",-4.17438726989564
"756","1","2","male",0.67,"1","1",14.5,"S",-2.67414864942653
"757","0","3","male",28,"0","0",7.7958,"S",-2.05358512713461
"758","0","2","male",18,"0","0",11.5,"S",-2.4423470353692
"759","0","3","male",34,"0","0",8.05,"S",-2.08567209143047
"760","1","1","female",33,"0","0",86.5,"S",-4.46014441393783
"761","0","3","male",29.881137667304,"0","0",14.5,"S",-2.67414864942653
"762","0","3","male",41,"0","0",7.125,"S",-1.96360972615471
"763","1","3","male",20,"0","0",7.2292,"C",-1.97812837997935
"764","1","1","female",36,"1","2",120,"S",-4.78749174278205
"765","0","3","male",16,"0","0",7.775,"S",-2.0509134580653
"766","1","1","female",51,"1","0",77.9583,"S",-4.35617406834722
"767","0","1","male",29.881137667304,"0","0",39.6,"C",-3.67882911826043
"768","0","3","female",30.5,"0","0",7.75,"Q",-2.04769284336526
"769","0","3","male",29.881137667304,"1","0",24.15,"Q",-3.18428438009858
"770","0","3","male",32,"0","0",8.3625,"S",-2.12375742545435
"771","0","3","male",24,"0","0",9.5,"S",-2.2512917986065
"772","0","3","male",48,"0","0",7.8542,"S",-2.06104842056294
"773","0","2","female",57,"0","0",10.5,"S",-2.35137525716348
"774","0","3","male",29.881137667304,"0","0",7.225,"C",-1.9775472339985
"775","1","2","female",54,"1","3",23,"S",-3.13549421592915
"776","0","3","male",18,"0","0",7.75,"S",-2.04769284336526
"777","0","3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"778","1","3","female",5,"0","0",12.475,"S",-2.52372664163758
"779","0","3","male",29.881137667304,"0","0",7.7375,"Q",-2.04607863801071
"780","1","1","female",43,"0","1",211.3375,"S",-5.35345638166308
"781","1","3","female",13,"0","0",7.2292,"C",-1.97812837997935
"782","1","1","female",17,"1","0",57,"S",-4.04305126783455
"783","0","1","male",29,"0","0",30,"S",-3.40119738166216
"784","0","3","male",29.881137667304,"1","2",23.45,"S",-3.15487049489229
"785","0","3","male",25,"0","0",7.05,"S",-1.95302761682418
"786","0","3","male",25,"0","0",7.25,"S",-1.98100146886658
"787","1","3","female",18,"0","0",7.4958,"S",-2.0143428636837
"788","0","3","male",8,"4","1",29.125,"Q",-3.37159691188586
"789","1","3","male",1,"1","2",20.575,"S",-3.02407674656313
"790","0","1","male",46,"0","0",79.2,"C",-4.37197629882038
"791","0","3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"792","0","2","male",16,"0","0",26,"S",-3.25809653802148
"793","0","3","female",29.881137667304,"8","2",69.55,"S",-4.24204591836945
"794","0","1","male",29.881137667304,"0","0",30.6958,"C",-3.42412583741652
"795","0","3","male",25,"0","0",7.8958,"S",-2.06633097252974
"796","0","2","male",39,"0","0",13,"S",-2.56494935746154
"797","1","1","female",49,"0","0",25.9292,"S",-3.25536974677999
"798","1","3","female",31,"0","0",8.6833,"S",-2.16140164075231
"799","0","3","male",30,"0","0",7.2292,"C",-1.97812837997935
"800","0","3","female",30,"1","1",24.15,"S",-3.18428438009858
"801","0","2","male",34,"0","0",13,"S",-2.56494935746154
"802","1","2","female",31,"1","1",26.25,"S",-3.26766598903763
"803","1","1","male",11,"1","2",120,"S",-4.78749174278205
"804","1","3","male",0.42,"0","1",8.5167,"C",-2.14202894186827
"805","1","3","male",27,"0","0",6.975,"S",-1.94233232770743
"806","0","3","male",31,"0","0",7.775,"S",-2.0509134580653
"807","0","1","male",39,"0","0",0,"S",Inf
"808","0","3","female",18,"0","0",7.775,"S",-2.0509134580653
"809","0","2","male",39,"0","0",13,"S",-2.56494935746154
"810","1","1","female",33,"1","0",53.1,"S",-3.97217692824789
"811","0","3","male",26,"0","0",7.8875,"S",-2.06527922786733
"812","0","3","male",39,"0","0",24.15,"S",-3.18428438009858
"813","0","2","male",35,"0","0",10.5,"S",-2.35137525716348
"814","0","3","female",6,"4","2",31.275,"S",-3.44281905635297
"815","0","3","male",30.5,"0","0",8.05,"S",-2.08567209143047
"816","0","1","male",29.881137667304,"0","0",0,"S",Inf
"817","0","3","female",23,"0","0",7.925,"S",-2.07002231976334
"818","0","2","male",31,"1","1",37.0042,"C",-3.61103141971557
"819","0","3","male",43,"0","0",6.45,"S",-1.86408013080768
"820","0","3","male",10,"3","2",27.9,"S",-3.32862668882732
"821","1","1","female",52,"1","1",93.5,"S",-4.53796143629464
"822","1","3","male",27,"0","0",8.6625,"S",-2.15900336451602
"823","0","1","male",38,"0","0",0,"S",Inf
"824","1","3","female",27,"0","1",12.475,"S",-2.52372664163758
"825","0","3","male",2,"4","1",39.6875,"S",-3.68103627665291
"826","0","3","male",29.881137667304,"0","0",6.95,"Q",-1.9387416595767
"827","0","3","male",29.881137667304,"0","0",56.4958,"S",-4.03416629910613
"828","1","2","male",1,"0","2",37.0042,"C",-3.61103141971557
"829","1","3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"830","1","1","female",62,"0","0",80,"Desconegut",-4.38202663467388
"831","1","3","female",15,"1","0",14.4542,"C",-2.6709850297652
"832","1","2","male",0.83,"1","1",18.75,"S",-2.93119375241642
"833","0","3","male",29.881137667304,"0","0",7.2292,"C",-1.97812837997935
"834","0","3","male",23,"0","0",7.8542,"S",-2.06104842056294
"835","0","3","male",18,"0","0",8.3,"S",-2.11625551480255
"836","1","1","female",39,"1","1",83.1583,"C",-4.42074602026042
"837","0","3","male",21,"0","0",8.6625,"S",-2.15900336451602
"838","0","3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"839","1","3","male",32,"0","0",56.4958,"S",-4.03416629910613
"840","1","1","male",29.881137667304,"0","0",29.7,"C",-3.39114704580865
"841","0","3","male",20,"0","0",7.925,"S",-2.07002231976334
"842","0","2","male",16,"0","0",10.5,"S",-2.35137525716348
"843","1","1","female",30,"0","0",31,"C",-3.43398720448515
